battery_power,bluetooth,clock_speed,dual_sim,fc_megapixel,four_g,int_memory,m_depth,mobile_wt,n_cores,pc_megapixel,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
769,1,0.6,1,19.0,1,52,0.7,118.0,4,20,263,1786,431.0,15,4,19,1,0,0,3
756,0,1.0,0,0.0,0,33,0.2,177.0,1,3,506,573,3402.0,19,0,3,1,1,0,1
1728,0,2.3,1,0.0,1,43,0.7,152.0,1,0,1029,1535,3480.0,11,8,20,1,1,0,3
1970,0,2.9,0,3.0,1,9,0.2,163.0,2,7,110,1454,768.0,13,2,16,1,0,0,3
1021,0,2.1,1,6.0,1,47,0.3,173.0,6,18,224,1360,2215.0,13,12,2,1,1,1,3
888,0,2.5,1,5.0,0,14,0.9,98.0,5,17,891,1432,1849.0,5,1,11,0,1,0,3
1419,0,0.5,0,0.0,0,39,0.2,189.0,7,1,727,1132,3435.0,9,2,6,0,0,0,2
1959,1,0.5,0,0.0,0,30,0.1,153.0,3,1,901,1027,3057.0,14,1,18,1,0,0,3
1394,0,0.6,0,1.0,0,63,0.4,103.0,6,2,1152,1245,1731.0,19,18,16,1,0,0,2
1715,1,2.5,1,2.0,1,30,0.9,134.0,7,3,1853,1971,768.0,19,9,15,1,0,0,2
588,0,2.9,1,1.0,0,40,0.3,116.0,6,5,185,923,2780.0,5,2,14,0,1,0,0
1607,1,0.5,1,2.0,1,29,0.7,105.0,2,9,243,1234,3469.0,10,1,15,1,0,0,0
1171,1,2.8,0,8.0,1,47,0.4,192.0,1,11,371,674,3092.0,8,2,5,1,0,1,3
1138,0,1.5,1,0.0,0,57,0.2,85.0,4,6,1315,1569,313.0,16,11,20,1,1,0,1
1096,0,1.2,1,3.0,0,40,0.6,113.0,4,13,614,1757,2931.0,10,8,14,1,0,0,2
906,0,3.0,0,10.0,1,14,0.5,83.0,8,15,176,641,1761.0,17,11,12,1,1,0,2
740,0,3.0,1,0.0,1,47,0.7,166.0,3,5,417,596,3578.0,15,5,20,1,1,1,0
1435,1,0.5,1,10.0,1,62,0.1,150.0,4,14,453,664,369.0,8,1,4,1,0,1,2
1745,1,1.2,0,3.0,1,21,0.2,89.0,3,14,202,1670,3507.0,18,1,20,1,1,1,2
1995,0,2.6,1,2.0,1,4,0.8,171.0,2,20,1133,1972,3452.0,6,3,19,1,1,0,1
1813,0,1.8,1,10.0,1,28,0.5,159.0,2,14,1655,1899,981.0,15,14,14,1,0,1,0
1719,1,1.9,1,2.0,0,40,0.1,118.0,3,12,658,1778,2534.0,10,6,5,0,1,1,3
812,0,0.5,1,1.0,1,17,0.6,182.0,7,11,595,891,3248.0,13,10,14,1,0,0,1
987,1,2.9,0,0.0,1,63,0.3,154.0,7,6,150,1623,2646.0,12,1,6,1,1,1,1
977,1,0.7,0,5.0,0,50,0.5,106.0,3,6,1124,1758,3454.0,15,14,19,1,0,1,1
1289,1,0.7,0,0.0,0,7,0.1,99.0,2,18,489,565,375.0,5,1,19,0,1,1,1
1125,1,0.5,0,3.0,0,42,0.9,158.0,1,20,647,751,1622.0,13,0,9,0,1,1,1
1733,1,1.9,1,14.0,0,28,0.8,104.0,3,15,749,1203,2246.0,18,6,12,1,1,0,2
1333,1,1.2,1,1.0,0,35,0.9,198.0,1,4,477,651,3816.0,18,7,9,0,1,1,2
964,1,3.0,1,3.0,1,48,0.9,131.0,6,13,829,1154,1597.0,15,7,18,1,1,1,1
1613,0,1.3,0,1.0,1,24,0.4,195.0,2,5,1141,1590,3733.0,15,5,5,1,0,1,3
1123,1,1.2,0,1.0,0,8,0.6,171.0,4,4,1096,1152,2877.0,17,9,12,0,1,0,1
1913,1,2.8,0,0.0,1,7,0.3,136.0,4,16,612,1108,3227.0,6,0,4,1,0,1,0
1302,0,0.5,0,3.0,1,20,0.6,184.0,7,7,1099,1202,1446.0,8,6,16,1,0,1,1
797,0,1.4,1,0.0,1,9,0.1,104.0,1,14,1515,1812,1043.0,13,11,13,1,1,0,0
1074,1,1.5,1,5.0,0,9,0.1,174.0,2,7,41,756,1649.0,16,3,3,0,1,0,0
1411,1,2.6,0,0.0,0,61,0.3,165.0,5,3,1128,1959,483.0,16,5,4,1,1,0,2
1502,1,2.2,1,0.0,1,16,0.5,187.0,5,1,492,750,3712.0,9,2,16,1,1,1,2
983,1,1.5,0,1.0,0,22,0.1,170.0,4,20,1542,1765,1694.0,19,15,8,1,0,1,2
1457,0,0.5,1,7.0,0,8,0.3,120.0,7,13,786,1032,584.0,13,4,10,1,0,0,0
1315,1,0.9,0,3.0,1,40,0.6,162.0,6,6,1272,1316,3431.0,8,2,20,1,1,0,3
1514,0,0.7,0,11.0,0,11,0.2,187.0,5,17,656,1451,2315.0,13,0,5,0,0,0,1
1604,1,0.5,1,0.0,1,63,0.8,169.0,5,1,399,1360,3870.0,16,13,19,1,1,1,2
1919,0,0.6,1,11.0,1,63,0.9,109.0,8,20,771,1829,2205.0,9,4,8,1,1,0,1
1152,1,3.0,0,2.0,0,44,1.0,80.0,3,4,567,1802,986.0,7,5,8,0,0,1,2
664,1,2.9,0,10.0,1,40,0.1,173.0,5,15,1002,1260,3366.0,8,4,5,1,1,0,0
1848,0,0.5,0,9.0,0,36,0.1,174.0,6,10,317,540,3380.0,10,2,17,0,0,0,0
1319,0,2.0,1,9.0,1,28,0.8,178.0,1,19,1080,1886,3095.0,7,1,17,1,1,1,1
1189,1,2.5,0,4.0,1,20,0.3,171.0,7,9,1321,1717,2509.0,17,7,15,1,0,0,3
1130,1,1.3,1,1.0,1,59,0.8,98.0,6,4,185,555,3785.0,17,4,5,1,0,1,3
654,1,1.3,1,11.0,0,5,0.7,199.0,4,14,208,1975,3801.0,14,13,9,1,1,1,3
727,1,0.5,1,0.0,1,42,0.1,163.0,8,1,44,757,2039.0,5,0,19,1,1,1,3
1688,0,0.9,1,7.0,1,53,0.3,88.0,6,16,598,695,2156.0,5,4,20,1,1,0,3
1275,0,0.5,0,1.0,0,44,0.6,136.0,8,2,11,1130,1354.0,7,5,11,1,0,0,3
1108,1,2.2,1,3.0,1,37,0.4,143.0,5,14,97,706,3094.0,6,1,10,1,0,1,0
839,1,2.7,0,4.0,0,37,0.7,93.0,2,7,43,1211,3505.0,5,1,4,0,0,0,2
1464,0,0.5,1,1.0,1,6,0.4,97.0,5,2,303,701,3725.0,9,1,6,1,0,0,2
750,1,1.3,0,0.0,0,33,0.8,156.0,1,0,645,1680,1422.0,6,5,7,1,1,0,0
1749,0,1.1,0,9.0,0,57,0.6,183.0,3,15,415,589,786.0,8,1,9,1,1,1,0
1229,1,0.5,0,2.0,0,42,0.1,197.0,5,5,126,666,1712.0,11,9,15,1,1,1,3
1506,1,2.9,1,19.0,1,47,0.6,130.0,7,20,126,1150,1522.0,5,1,3,1,0,0,3
1887,0,2.1,0,0.0,0,23,0.5,148.0,4,20,837,1504,1811.0,18,16,11,1,1,0,3
652,0,0.5,0,6.0,0,3,0.6,193.0,1,8,1036,1345,2807.0,19,17,13,1,0,1,0
1422,1,2.8,0,7.0,0,30,0.5,99.0,6,14,207,1038,2229.0,15,5,15,1,0,1,0
709,0,1.9,1,10.0,0,63,0.3,150.0,4,14,345,601,1509.0,7,2,7,1,1,0,3
583,0,0.5,1,1.0,1,62,0.8,84.0,8,6,717,1717,886.0,13,2,13,1,1,0,0
941,0,1.3,1,3.0,0,26,0.4,128.0,3,5,994,1494,2875.0,6,3,11,1,0,1,0
763,0,1.2,1,4.0,1,59,0.6,119.0,1,17,724,737,2863.0,18,3,17,1,0,1,1
1581,1,1.4,0,0.0,1,55,0.6,138.0,2,1,890,1980,3936.0,5,1,3,1,0,0,2
1045,0,1.5,1,5.0,0,25,0.3,83.0,2,10,440,1730,2267.0,18,4,4,1,1,1,0
1308,1,0.5,1,0.0,0,34,0.5,169.0,5,0,432,1219,386.0,8,0,16,1,0,1,2
702,1,1.2,1,1.0,0,38,1.0,82.0,5,7,2,1152,3131.0,11,9,2,0,0,0,3
868,1,2.8,0,4.0,1,36,0.2,175.0,7,13,123,1735,1655.0,12,10,5,1,0,0,1
877,1,2.3,1,16.0,0,12,0.9,107.0,4,20,568,1267,3730.0,14,3,18,0,0,1,3
1275,0,0.5,1,5.0,0,24,0.3,184.0,2,11,299,1239,3397.0,19,15,19,1,1,1,2
1439,1,0.5,1,0.0,0,50,0.7,182.0,8,1,559,1573,805.0,8,5,13,0,0,1,0
510,0,1.3,1,0.0,1,15,0.5,131.0,1,1,268,1505,2187.0,5,4,17,1,0,1,2
1038,1,1.8,0,1.0,1,42,0.2,150.0,6,11,79,1186,3984.0,14,9,20,1,0,0,2
529,1,1.4,1,13.0,1,32,0.7,139.0,2,17,797,878,1561.0,12,0,3,1,1,1,0
1203,1,1.7,0,8.0,1,20,0.7,157.0,3,17,1153,1688,2307.0,7,5,11,1,0,1,0
768,1,2.5,0,10.0,0,13,0.2,133.0,4,18,520,575,1921.0,8,2,16,1,0,1,1
1780,1,1.5,1,2.0,0,30,0.2,82.0,1,8,324,1461,1066.0,13,6,13,0,0,1,3
1021,1,0.9,1,2.0,1,9,0.5,184.0,8,4,490,1647,773.0,13,2,14,1,1,1,0
1334,0,1.2,1,0.0,0,35,0.1,199.0,2,1,158,971,1038.0,16,14,17,1,0,0,1
1153,1,0.5,0,2.0,1,34,0.6,133.0,3,3,1788,1886,2225.0,9,8,8,1,0,1,1
1138,1,1.8,1,0.0,1,51,0.3,172.0,4,2,1162,1794,1327.0,13,12,4,1,1,1,2
1263,0,2.3,0,13.0,0,4,0.9,178.0,7,18,508,1047,668.0,14,3,4,0,1,0,2
825,0,2.5,0,11.0,0,56,0.7,173.0,3,20,783,960,1692.0,18,1,19,0,1,0,0
1894,1,0.5,1,10.0,0,16,0.1,172.0,3,20,1634,1937,1021.0,18,17,16,1,1,0,2
1383,0,1.7,0,11.0,1,40,0.1,147.0,6,19,487,507,2510.0,18,9,19,1,1,0,2
837,1,1.1,1,2.0,0,27,0.5,167.0,4,9,551,1784,2388.0,5,0,14,0,1,1,0
640,0,2.3,0,0.0,0,63,0.2,94.0,1,1,1816,1869,346.0,10,7,10,0,1,0,1
1194,1,2.2,1,3.0,0,3,0.2,90.0,5,8,46,1288,2872.0,6,5,13,1,1,0,3
520,0,0.6,1,2.0,1,44,0.6,127.0,3,9,12,914,3616.0,15,4,18,1,0,0,0
942,1,2.5,0,6.0,0,11,0.5,196.0,5,19,451,1310,1783.0,7,5,18,1,1,1,2
558,1,2.2,0,5.0,1,24,0.1,169.0,4,16,447,804,482.0,12,4,4,1,1,0,2
1733,0,1.6,1,9.0,0,56,0.5,111.0,6,15,633,1649,3352.0,6,5,9,1,0,0,3
1210,0,1.3,0,0.0,1,52,0.1,183.0,8,1,567,579,1104.0,11,2,10,1,0,1,1
880,0,0.5,1,7.0,1,32,0.5,141.0,4,17,346,739,1141.0,19,17,20,1,1,1,3
1938,1,1.4,1,4.0,0,60,0.4,171.0,2,7,76,1084,3691.0,9,5,3,1,1,0,2
657,0,1.3,1,4.0,0,28,1.0,118.0,2,19,1444,1735,2602.0,9,0,7,0,0,1,2
1273,0,0.5,1,6.0,1,47,0.2,98.0,1,12,685,1352,303.0,11,2,14,1,0,0,1
1842,1,0.5,0,0.0,1,19,0.2,147.0,3,0,565,709,585.0,11,3,19,1,0,0,2
1567,1,1.3,0,8.0,0,45,0.6,99.0,4,12,870,1020,927.0,19,9,12,1,1,1,2
914,1,1.7,1,6.0,0,36,1.0,128.0,2,13,1032,1822,786.0,19,8,13,1,0,1,1
1568,0,1.8,1,4.0,0,22,0.1,119.0,8,6,661,1584,294.0,13,2,2,0,1,0,1
873,1,0.5,0,4.0,1,30,0.2,175.0,6,18,237,1531,3655.0,15,13,15,1,0,0,0
1371,0,0.5,0,0.0,1,57,0.8,108.0,4,5,352,810,286.0,11,9,9,1,0,0,1
1739,0,1.0,0,1.0,0,15,0.9,100.0,1,7,426,793,3285.0,17,8,9,0,1,0,0
630,0,2.2,0,1.0,0,56,0.2,119.0,8,10,1329,1445,1317.0,6,5,12,1,1,0,1
1507,0,3.0,0,0.0,1,54,0.3,112.0,6,9,346,1511,3547.0,17,6,18,1,0,1,0
735,1,0.5,1,4.0,1,17,0.6,131.0,2,6,610,1283,2484.0,11,2,3,1,0,0,3
941,0,2.5,0,1.0,1,41,0.3,117.0,8,4,652,1855,1791.0,7,4,10,1,0,1,1
1216,0,1.7,1,1.0,0,26,0.7,116.0,3,4,957,1811,3607.0,10,0,17,1,0,0,1
621,1,1.9,1,10.0,0,3,0.6,148.0,8,15,972,997,3521.0,6,3,10,0,1,0,3
934,1,2.4,1,3.0,0,61,0.2,138.0,6,4,10,613,1180.0,14,12,16,0,1,0,1
1962,1,0.7,1,1.0,1,18,0.9,159.0,7,6,282,507,2026.0,10,3,15,1,0,1,3
574,1,0.5,1,0.0,0,41,0.8,85.0,6,13,288,502,1865.0,6,5,6,0,0,1,2
1078,1,2.5,0,3.0,0,56,0.6,158.0,2,6,257,1986,3471.0,10,2,2,1,0,0,1
761,0,1.3,0,15.0,1,37,0.9,174.0,8,16,867,1978,2270.0,9,1,4,1,1,0,1
1758,1,2.1,0,14.0,0,29,0.1,155.0,3,20,60,1151,2940.0,14,5,9,0,1,1,0
1745,1,2.0,0,13.0,0,47,0.6,154.0,2,18,1017,1953,1715.0,6,4,16,0,1,1,2
1657,1,1.9,0,1.0,1,40,0.2,170.0,3,6,518,1723,841.0,13,10,13,1,0,1,0
968,1,0.9,0,10.0,1,26,0.5,88.0,5,14,954,1159,3381.0,14,5,10,1,0,1,2
1329,0,2.8,1,1.0,0,10,1.0,105.0,4,10,871,1293,337.0,5,4,5,0,1,0,0
1923,0,0.5,0,2.0,1,13,0.7,147.0,2,4,927,1623,1868.0,11,6,3,1,1,0,2
613,0,2.5,0,0.0,0,53,0.4,200.0,8,0,519,586,1509.0,19,18,13,1,1,1,0
1268,0,2.7,0,4.0,0,53,0.5,141.0,1,9,682,862,2903.0,17,0,16,0,1,0,1
519,1,2.9,0,2.0,0,3,0.6,83.0,3,5,491,1527,1231.0,8,6,16,1,1,1,3
1157,1,2.8,1,16.0,0,19,0.5,87.0,8,18,137,1154,1403.0,6,1,4,1,1,1,1
519,0,0.6,1,7.0,1,45,0.1,186.0,7,11,1248,1733,1580.0,12,10,12,1,0,1,2
1308,1,2.2,1,1.0,0,51,0.2,113.0,5,17,1471,1604,1189.0,14,1,11,0,1,0,2
1403,1,0.5,0,4.0,1,42,0.5,144.0,8,9,1156,1252,1381.0,12,7,3,1,0,1,0
936,0,2.7,0,2.0,1,38,0.6,122.0,1,17,766,1263,2826.0,19,15,10,1,0,0,1
1878,0,0.8,1,8.0,0,31,0.5,183.0,7,10,1369,1389,1342.0,17,14,18,0,1,1,0
1141,1,2.9,1,1.0,1,2,1.0,92.0,2,4,456,1387,3386.0,6,0,11,1,0,0,3
794,1,2.7,0,2.0,1,3,0.3,127.0,2,18,1559,1729,1141.0,18,6,3,1,0,1,2
1260,0,1.9,1,3.0,0,60,0.9,85.0,2,6,973,1109,3964.0,15,8,18,1,0,1,1
1281,0,3.0,1,2.0,1,6,0.6,191.0,2,9,363,811,2713.0,13,7,4,1,1,0,3
1208,0,2.7,0,0.0,0,17,0.2,168.0,2,1,1686,1793,2165.0,9,1,19,1,1,1,2
1023,1,2.8,1,16.0,0,44,0.7,176.0,4,17,629,1158,1830.0,14,11,6,0,0,0,0
1515,0,2.2,0,9.0,0,36,0.1,118.0,3,10,796,1692,3546.0,7,6,10,1,1,1,0
1333,1,1.8,1,1.0,0,45,0.6,128.0,5,5,557,1716,2585.0,7,1,13,1,1,1,1
529,1,2.3,0,3.0,1,58,1.0,197.0,2,18,658,1294,873.0,11,5,4,1,1,0,2
1887,0,1.7,0,6.0,1,41,0.9,81.0,8,15,939,973,1664.0,19,14,14,1,0,0,0
876,0,2.7,0,12.0,1,41,0.3,92.0,7,16,140,512,3334.0,16,3,14,1,0,1,0
687,1,2.0,1,13.0,1,56,0.8,131.0,7,19,580,736,569.0,18,1,6,1,1,1,0
1153,1,2.8,1,0.0,1,62,0.2,94.0,5,0,186,1279,3353.0,7,5,10,1,0,0,2
1637,1,1.7,1,5.0,1,33,0.4,118.0,6,16,1375,1474,3693.0,7,3,8,1,0,0,3
1131,1,0.8,0,0.0,1,27,0.9,162.0,5,16,487,870,503.0,12,5,19,1,1,0,1
1764,1,1.2,0,0.0,1,8,1.0,125.0,3,1,180,1443,2406.0,19,18,18,1,0,1,2
1544,0,1.0,1,2.0,1,64,0.3,193.0,1,6,595,675,1715.0,8,0,16,1,1,1,1
844,1,0.7,0,3.0,1,22,0.9,172.0,7,4,241,926,2179.0,10,6,6,1,1,1,0
985,1,0.5,1,4.0,1,5,0.8,158.0,8,9,19,1496,3071.0,14,4,16,1,1,0,0
703,0,1.3,1,6.0,1,18,0.1,178.0,1,9,1182,1697,355.0,8,6,3,1,1,1,0
1906,0,0.9,1,3.0,0,14,0.5,114.0,4,12,199,867,3375.0,6,3,19,1,0,1,2
617,0,2.1,1,11.0,0,40,0.9,108.0,1,18,659,1318,2921.0,17,1,19,0,0,0,3
617,1,0.6,0,7.0,0,47,0.5,153.0,8,18,356,838,341.0,11,3,5,0,1,1,2
716,1,1.3,1,0.0,1,56,0.7,167.0,1,2,390,722,3947.0,6,3,5,1,1,1,3
676,0,1.0,0,1.0,1,54,0.8,182.0,5,2,805,1710,2650.0,5,0,3,1,0,0,0
1770,1,2.0,0,8.0,0,12,0.8,118.0,2,9,57,891,3816.0,8,4,19,1,0,0,3
1857,0,1.9,1,0.0,0,62,0.6,147.0,1,0,1028,1465,336.0,19,0,5,0,0,0,2
524,0,0.9,1,8.0,1,10,0.1,85.0,7,14,287,655,625.0,6,0,4,1,1,1,1
576,0,0.9,1,8.0,0,56,0.1,174.0,5,17,1371,1426,3891.0,12,9,18,0,0,1,2
553,1,0.5,1,2.0,1,8,0.5,153.0,4,3,525,1601,1042.0,15,11,15,1,0,1,1
1012,1,2.2,1,10.0,1,8,1.0,181.0,3,12,1176,1496,2141.0,18,14,15,1,1,0,0
823,0,2.5,0,11.0,1,24,0.5,195.0,5,15,1364,1516,2279.0,6,4,3,1,0,1,2
1928,0,0.5,1,5.0,0,44,0.9,109.0,8,19,701,1156,3828.0,9,4,12,1,0,0,0
804,0,1.5,0,5.0,1,12,1.0,183.0,1,10,1805,1978,2310.0,10,8,13,1,0,0,0
1517,0,1.6,1,0.0,1,42,0.7,101.0,3,1,483,1814,2162.0,9,0,18,1,1,0,1
1500,0,2.8,1,7.0,0,39,0.1,176.0,8,11,808,1889,1988.0,10,6,10,1,0,0,3
1425,1,1.2,0,4.0,1,37,0.7,135.0,7,6,666,1220,2786.0,17,1,19,1,0,0,0
547,0,2.4,1,4.0,1,3,0.4,197.0,8,5,98,1506,1972.0,11,5,3,1,1,0,3
1886,0,3.0,0,13.0,1,26,0.5,115.0,1,17,339,1670,1828.0,5,3,15,1,1,0,1
1804,1,0.5,0,1.0,1,4,0.5,111.0,1,13,1235,1255,3286.0,17,8,17,1,0,0,1
685,0,2.2,1,2.0,1,2,0.4,172.0,3,6,295,558,1282.0,7,6,10,1,1,1,1
1352,0,0.5,1,8.0,1,22,0.9,111.0,2,12,346,682,1562.0,16,5,11,1,0,0,3
1785,1,2.5,0,0.0,0,18,0.1,180.0,4,1,116,518,1202.0,12,4,18,0,0,1,2
1300,0,1.9,1,4.0,0,61,0.5,143.0,6,5,353,758,2262.0,16,11,10,0,0,0,2
1184,1,2.1,0,2.0,1,33,0.5,199.0,8,5,483,1598,2828.0,6,4,15,1,1,1,0
1180,0,2.3,1,7.0,1,24,0.2,198.0,2,16,486,1671,2025.0,8,0,19,1,0,0,0
886,1,0.9,1,13.0,1,2,0.6,102.0,4,15,287,695,621.0,11,4,7,1,1,0,3
1309,0,1.5,0,9.0,1,12,0.9,98.0,6,20,871,1484,293.0,15,0,9,1,1,0,0
744,0,0.5,0,1.0,0,38,0.3,188.0,3,5,846,1701,2001.0,15,13,17,1,1,0,3
1408,1,2.0,1,1.0,1,59,0.9,172.0,6,3,744,1211,393.0,15,11,16,1,0,1,3
734,1,2.7,1,1.0,1,32,0.8,93.0,8,5,138,1042,714.0,13,7,16,1,0,1,2
500,0,1.4,0,0.0,0,28,0.4,128.0,3,1,1010,1854,3460.0,9,3,3,1,1,1,3
1745,0,2.8,1,0.0,0,45,0.7,186.0,1,0,699,766,1019.0,6,4,5,0,1,0,3
1296,1,1.0,1,6.0,0,43,0.2,171.0,3,13,501,609,1692.0,15,0,18,1,0,0,3
1256,0,0.5,0,15.0,1,51,0.6,83.0,2,18,436,1308,2213.0,13,9,12,1,1,0,0
782,1,1.8,1,8.0,0,20,0.6,109.0,5,19,406,1025,655.0,17,4,13,0,1,0,2
965,1,0.8,0,5.0,0,24,0.7,105.0,4,7,403,718,1567.0,5,0,8,0,0,0,1
652,1,2.9,1,4.0,1,14,0.2,196.0,6,18,248,1487,1706.0,12,4,5,1,0,0,2
1847,0,2.8,1,6.0,0,29,0.7,112.0,7,13,1236,1374,1017.0,16,7,11,1,1,0,0
1363,1,2.1,1,9.0,1,46,0.5,120.0,4,19,1247,1338,2951.0,7,0,3,1,0,0,3
1946,0,0.5,0,0.0,1,39,0.4,112.0,5,1,198,1045,533.0,18,14,17,1,1,1,1
1701,1,1.6,1,2.0,1,53,0.8,88.0,6,14,1281,1776,3340.0,14,11,19,1,1,0,0
1754,1,0.5,1,13.0,0,38,0.9,83.0,6,20,141,808,2765.0,6,4,7,1,1,0,1
1938,0,2.9,0,0.0,1,37,1.0,94.0,4,1,1001,1714,3881.0,5,1,14,1,1,0,3
992,1,2.6,1,10.0,0,52,0.3,107.0,7,12,663,1521,332.0,14,9,7,0,0,1,1
897,0,2.4,1,7.0,1,38,0.8,110.0,2,9,1610,1612,519.0,6,5,7,1,1,0,3
1423,1,0.5,1,7.0,0,58,0.9,112.0,3,9,993,1295,1683.0,15,13,16,0,1,1,3
1343,0,0.5,1,6.0,1,23,0.4,97.0,5,17,643,817,2629.0,13,7,11,1,0,1,1
761,1,2.6,0,5.0,1,52,0.8,141.0,3,18,883,985,2587.0,11,5,6,1,1,1,0
1742,0,1.4,1,3.0,1,20,0.1,134.0,8,6,392,831,1828.0,18,7,13,1,1,1,1
1181,1,0.8,1,0.0,1,51,0.9,198.0,5,5,71,586,608.0,15,10,19,1,0,0,1
1754,0,1.7,1,1.0,1,58,0.9,197.0,3,17,823,1035,1446.0,18,3,2,1,1,1,2
1315,1,0.5,1,0.0,1,58,0.8,86.0,2,3,245,1064,2258.0,17,2,16,1,1,0,1
649,0,2.9,0,0.0,0,38,0.5,130.0,1,10,893,1185,558.0,8,4,11,1,1,1,3
1967,1,0.6,0,2.0,0,25,1.0,109.0,6,9,108,751,1666.0,9,7,18,1,1,1,3
926,0,1.7,0,2.0,0,12,0.8,179.0,2,9,801,880,2244.0,14,8,14,0,0,1,0
933,0,1.8,1,9.0,0,33,0.2,191.0,8,19,129,925,758.0,14,13,8,0,0,0,2
913,0,1.7,1,12.0,0,58,0.2,200.0,5,14,849,1993,1061.0,17,12,5,0,0,0,0
1651,0,0.5,0,1.0,1,57,0.2,193.0,1,6,697,924,3421.0,9,0,15,1,1,1,3
1154,1,1.7,0,5.0,1,42,0.5,117.0,5,7,1068,1851,3950.0,17,14,19,1,1,0,2
1181,1,1.6,1,5.0,1,32,0.2,181.0,1,16,450,623,1435.0,11,10,13,1,1,0,0
1933,0,0.5,1,0.0,0,63,0.4,181.0,8,6,242,668,3142.0,14,3,16,1,1,1,0
1341,0,1.4,0,8.0,1,38,1.0,170.0,5,10,601,937,1579.0,16,4,19,1,0,1,2
534,1,1.5,1,3.0,1,3,0.3,89.0,1,8,45,517,2987.0,18,0,16,1,0,1,1
1324,1,0.9,1,7.0,1,28,0.7,95.0,6,8,1243,1928,3269.0,12,3,19,1,1,1,2
1803,1,2.6,0,7.0,1,9,0.9,112.0,2,12,156,1289,406.0,9,3,5,1,0,0,3
1888,1,2.7,0,1.0,1,53,0.1,146.0,4,3,81,630,1604.0,10,6,6,1,1,1,3
1540,0,1.0,0,4.0,1,40,0.4,162.0,5,7,93,1644,793.0,12,7,3,1,0,0,2
1590,1,2.4,0,5.0,0,15,0.9,157.0,8,6,945,1015,1983.0,13,10,11,1,0,0,1
1183,0,0.5,1,11.0,0,24,0.6,130.0,2,16,19,769,2637.0,16,1,6,1,1,1,2
1774,1,0.5,1,1.0,0,45,0.8,145.0,4,16,217,1159,879.0,10,0,3,0,0,0,2
1159,0,2.1,0,2.0,1,27,0.7,137.0,1,15,1526,1805,3258.0,8,0,2,1,0,0,3
723,1,1.9,1,0.0,1,10,0.5,159.0,1,3,303,779,2380.0,12,4,16,1,0,0,1
543,0,0.9,0,3.0,1,6,0.4,91.0,1,9,272,1317,564.0,8,5,12,1,0,1,2
1348,1,0.5,1,18.0,0,40,0.1,148.0,1,20,539,665,3543.0,12,1,11,0,0,0,3
1836,0,0.6,0,18.0,1,57,0.8,111.0,5,20,169,876,1039.0,5,3,8,1,1,1,3
1290,0,1.3,0,0.0,0,31,0.7,117.0,8,0,599,750,1895.0,11,9,12,0,1,1,1
645,1,2.9,1,3.0,0,5,0.1,185.0,3,6,446,1573,1315.0,11,1,4,1,0,0,1
1654,0,2.0,0,2.0,0,58,0.7,119.0,7,3,460,1733,2801.0,8,0,5,1,0,0,2
1156,1,2.3,1,0.0,1,3,1.0,95.0,2,0,1094,1518,3786.0,11,1,2,1,1,0,1
1341,1,2.6,0,4.0,0,43,0.4,194.0,6,8,1096,1683,3065.0,6,5,11,0,1,0,2
1427,0,0.6,0,8.0,1,40,0.8,121.0,8,12,249,1541,2338.0,10,8,4,1,0,0,0
1541,0,1.6,0,1.0,1,7,0.5,143.0,8,14,287,1791,3137.0,9,0,11,1,1,0,2
1693,1,1.4,0,9.0,0,41,0.1,139.0,2,17,181,1760,575.0,16,5,20,0,0,1,0
1567,0,3.0,0,13.0,0,23,0.6,178.0,3,18,995,1215,3600.0,16,11,9,1,1,1,3
1564,0,1.7,0,5.0,0,35,0.9,173.0,4,6,186,1210,2545.0,18,6,4,1,1,1,0
1787,0,1.1,0,4.0,0,11,0.4,103.0,7,9,35,757,541.0,14,11,13,1,1,1,0
770,1,0.6,0,12.0,1,33,0.4,90.0,2,14,128,657,1686.0,18,2,18,1,0,1,0
1748,1,0.8,0,1.0,0,7,0.5,189.0,7,4,196,802,989.0,12,7,8,0,1,0,3
1859,0,0.5,1,0.0,1,47,0.1,85.0,7,0,35,1706,2691.0,14,13,19,1,0,1,3
975,1,0.9,0,5.0,0,6,0.6,163.0,6,17,769,1669,3787.0,8,7,18,0,0,0,0
1597,0,0.9,1,2.0,1,10,0.6,172.0,7,5,1455,1670,2138.0,12,7,18,1,0,0,2
1941,0,2.3,1,9.0,0,42,0.7,108.0,4,12,36,726,763.0,13,3,14,0,1,1,2
1061,0,2.6,1,6.0,0,49,0.6,133.0,7,20,1009,1222,2260.0,19,16,2,0,0,1,3
1620,1,2.0,1,7.0,1,11,0.5,191.0,4,11,495,1668,1732.0,13,2,13,1,0,1,1
1366,1,1.3,0,5.0,0,51,1.0,129.0,3,15,875,1760,2716.0,17,15,2,0,1,0,3
1324,0,1.7,1,9.0,0,46,0.1,107.0,2,19,59,553,1424.0,16,7,13,1,0,0,0
1363,1,2.6,1,1.0,1,39,0.2,129.0,5,2,550,1248,267.0,6,1,15,1,1,0,1
1570,1,2.8,0,0.0,1,18,0.4,148.0,5,13,509,544,3153.0,6,2,7,1,1,1,2
1524,0,2.1,1,6.0,1,64,0.4,83.0,5,16,351,592,2905.0,6,1,2,1,1,1,0
